1.0,-45999.95335513744,-46479.35494672809,-45998.51099720866,-46490.10924918732
2.0,-45999.533555031325,-46478.90826458416,-45985.11453000201,-46475.83498131794
3.0,-45995.33591603736,-46474.441930435954,-45851.60006968805,-46333.676721822034
4.0,-45953.39576757089,-46429.8271622103,-44560.378988327895,-44967.609911620224
5.0,-45537.64844342835,-45988.51741063571,-34833.75472867318,-34954.16308371508
6.0,-41747.30281288376,-42025.345714279516,-11023.985517498864,-11113.504551090742
7.0,-22921.274940749776,-22942.909029099916,-1410.3232083671294,-1410.4589474365937
8.0,-4184.870814541193,-4184.940707178391,-145.29373518237625,-145.29388471380514
9.0,-456.43853020616984,-456.43856075892086,-14.574019482338125,-14.574019633657631
10.0,-45.97992347995948,-45.98117143197114,-1.4578481227894224,-1.457848122940975
